type,id,name,URL,url_sravni,url_irec,url_otz,vk,old_vk,code,bank_id
broker_i_uk,221,Проект,https://www.banki.ru/investment/responses/company/trust_company/uk-proekt/,,,,,,uk-proekt,
broker_i_uk,222,Корона,https://www.banki.ru/investment/responses/company/trust_company/crownam/,,,,,,crownam,
broker_i_uk,223,Московия,https://www.banki.ru/investment/responses/company/trust_company/uk-moskovia/,,,,,,uk-moskovia,
broker_i_uk,224,Профессиональные Инвестиционные Решения,https://www.banki.ru/investment/responses/company/trust_company/ukpir/,,,,,,ukpir,
broker_i_uk,225,Резерв Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/reserv-am/,,,,,,reserv-am,
broker_i_uk,226,Навигатор,https://www.banki.ru/investment/responses/company/trust_company/am-navigator/,,,,,,am-navigator,
broker_i_uk,227,Красные Ворота,https://www.banki.ru/investment/responses/company/trust_company/krvorota/,,,,,,krvorota,
broker_i_uk,228,Прогресс-Финанс,https://www.banki.ru/investment/responses/company/trust_company/progress-finance/,,,,,,progress-finance,
broker_i_uk,229,УК Капитал-Инвест,https://www.banki.ru/investment/responses/company/trust_company/capital-invest/,,,,,,capital-invest,
broker_i_uk,230,СтоунХедж,https://www.banki.ru/investment/responses/company/trust_company/uk-sth/,,,,,,uk-sth,
broker_i_uk,231,Гамма Групп,https://www.banki.ru/investment/responses/company/trust_company/am-gamma/,,,,,,am-gamma,
broker_i_uk,232,Красный мост,https://www.banki.ru/investment/responses/company/trust_company/redbridge-am/,,,,,,redbridge-am,
broker_i_uk,233,КЛ-Инвест,https://www.banki.ru/investment/responses/company/trust_company/kl-invest/,,,,,,kl-invest,
broker_i_uk,234,Адепта,https://www.banki.ru/investment/responses/company/trust_company/adepta-am/,,,,,,adepta-am,
broker_i_uk,235,САН,https://www.banki.ru/investment/responses/company/trust_company/uksun/,,,,,,uksun,
broker_i_uk,236,Северная Эгида,https://www.banki.ru/investment/responses/company/trust_company/segd/,,,,,,segd,
broker_i_uk,237,Смарт,https://www.banki.ru/investment/responses/company/trust_company/smartpif/,,,,,,smartpif,
broker_i_uk,238,Кремль,https://www.banki.ru/investment/responses/company/trust_company/kremlin-am/,,,,,,kremlin-am,
broker_i_uk,239,Максимум,https://www.banki.ru/investment/responses/company/trust_company/maximum-am/,,,,,,maximum-am,
broker_i_uk,240,МР Капитал,https://www.banki.ru/investment/responses/company/trust_company/mrcapital/,,,,,,mrcapital,
broker_i_uk,241,Гарант ФинКом,https://www.banki.ru/investment/responses/company/trust_company/garantfinkom/,,,,,,garantfinkom,
broker_i_uk,242,Надежное Управление,https://www.banki.ru/investment/responses/company/trust_company/ucnu/,,,,,,ucnu,
broker_i_uk,243,Эстейт Инвест,https://www.banki.ru/investment/responses/company/trust_company/esteit-invest/,,,,,,esteit-invest,
broker_i_uk,244,Актив Инвест,https://www.banki.ru/investment/responses/company/trust_company/am-ai/,,,,,,am-ai,
broker_i_uk,245,Трастовый фонд,https://www.banki.ru/investment/responses/company/trust_company/uktfl/,,,,,,uktfl,
broker_i_uk,246,Балтинвест УК,https://www.banki.ru/investment/responses/company/trust_company/pifbaltinvest/,,,,,,pifbaltinvest,
broker_i_uk,247,Байкал,https://www.banki.ru/investment/responses/company/trust_company/ukbaykal/,,,,,,ukbaykal,
broker_i_uk,248,Простор Инвест,https://www.banki.ru/investment/responses/company/trust_company/prostorinvest/,,,,,,prostorinvest,
broker_i_uk,249,С-Групп Капитал Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/uk-sgcm/,,,,,,uk-sgcm,
broker_i_uk,250,Портфельные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukpi/,,,,,,ukpi,
broker_i_uk,251,Апекс Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/apexmanagement/,,,,,,apexmanagement,
broker_i_uk,252,Бизнес и Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukbi/,,,,,,ukbi,
broker_i_uk,253,Апрель Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/april-investments/,,,,,,april-investments,
broker_i_uk,254,Гера,https://www.banki.ru/investment/responses/company/trust_company/gera-llc/,,,,,,gera-llc,
broker_i_uk,255,Легион,https://www.banki.ru/investment/responses/company/trust_company/legion-am/,,,,,,legion-am,
broker_i_uk,256,Ингрия,https://www.banki.ru/investment/responses/company/trust_company/ingriafunds/,,,,,,ingriafunds,
broker_i_uk,257,ФинЭксперт Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/finexpert/,,,,,,finexpert,
broker_i_uk,258,Актив Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/active-m/,,,,,,active-m,
broker_i_uk,259,Аврора Капитал Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/auroracm/,,,,,,auroracm,
broker_i_uk,260,ТрастЮнион Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/trustunionam/,,,,,,trustunionam,
broker_i_uk,261,УК Ригора,https://www.banki.ru/investment/responses/company/trust_company/uk-rigora/,,,,,,uk-rigora,
broker_i_uk,262,ЭСЭ Управление активами,https://www.banki.ru/investment/responses/company/trust_company/am-ese/,,,,,,am-ese,
broker_i_uk,263,Бизнеспрофтрейдинг,https://www.banki.ru/investment/responses/company/trust_company/bpt-am/,,,,,,bpt-am,
broker_i_uk,264,Центр Капитал,https://www.banki.ru/investment/responses/company/trust_company/capital-center2013/,,,,,,capital-center2013,
broker_i_uk,265,Профессиональные Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukprofinvest/,,,,,,ukprofinvest,
broker_i_uk,266,Стратегия инвестиций,https://www.banki.ru/investment/responses/company/trust_company/strinvest/,,,,,,strinvest,
broker_i_uk,267,Либра Капитал,https://www.banki.ru/investment/responses/company/trust_company/libra-am/,,,,,,libra-am,
broker_i_uk,268,ГФТ Паевые Инвестиционные Фонды,https://www.banki.ru/investment/responses/company/trust_company/gft-funds/,,,,,,gft-funds,
broker_i_uk,269,Северо-западная управляющая компания,https://www.banki.ru/investment/responses/company/trust_company/szuk/,,,,,,szuk,
broker_i_uk,270,Активист,https://www.banki.ru/investment/responses/company/trust_company/aktiv-st/,,,,,,aktiv-st,
broker_i_uk,271,Столица Нижний,https://www.banki.ru/investment/responses/company/trust_company/uk-stnn/,,,,,,uk-stnn,
broker_i_uk,272,НЕВО-Инвест,https://www.banki.ru/investment/responses/company/trust_company/nevo-invest/,,,,,,nevo-invest,
broker_i_uk,273,Дагаз,https://www.banki.ru/investment/responses/company/trust_company/dagaz/,,,,,,dagaz,
broker_i_uk,274,Биопроцесс Кэпитал Партнерс,https://www.banki.ru/investment/responses/company/trust_company/bcvf/,,,,,,bcvf,
broker_i_uk,275,Арис,https://www.banki.ru/investment/responses/company/trust_company/uk-aris/,,,,,,uk-aris,
broker_i_uk,276,Профинвест,https://www.banki.ru/investment/responses/company/trust_company/profinwest/,,,,,,profinwest,
broker_i_uk,277,Локо-Инвест Управление активами,https://www.banki.ru/investment/responses/company/trust_company/lockoinvest/,,,,,,lockoinvest,
broker_i_uk,278,Деловой Дом Калита,https://www.banki.ru/investment/responses/company/trust_company/ukkalita/,,,,,,ukkalita,
broker_i_uk,279,ЛэндПрофит,https://www.banki.ru/investment/responses/company/trust_company/sistema-re/,,,,,,sistema-re,
broker_i_uk,280,ДжиЭс Капитал,https://www.banki.ru/investment/responses/company/trust_company/gs-capital/,,,,,,gs-capital,
broker_i_uk,281,Невский Кэпитал Партнерс,https://www.banki.ru/investment/responses/company/trust_company/nevskycp/,,,,,,nevskycp,
broker_i_uk,282,Управляющая компания,https://www.banki.ru/investment/responses/company/trust_company/azkapital/,,,,,,azkapital,
broker_i_uk,283,ФКБС,https://www.banki.ru/investment/responses/company/trust_company/amfbc/,,,,,,amfbc,
broker_i_uk,284,Профит гарант,https://www.banki.ru/investment/responses/company/trust_company/profit-garant/,,,,,,profit-garant,
broker_i_uk,285,ПрофЭксперт,https://www.banki.ru/investment/responses/company/trust_company/profexpert-am/,,,,,,profexpert-am,
broker_i_uk,286,ЭнергоИнвестКапитал,https://www.banki.ru/investment/responses/company/trust_company/energoinvestcapital/,,,,,,energoinvestcapital,
broker_i_uk,287,Цитадель Эссетс Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/citadel-am/,,,,,,citadel-am,
broker_i_uk,288,Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/assetmng/,,,,,,assetmng,
broker_i_uk,289,Унисон Капитал,https://www.banki.ru/investment/responses/company/trust_company/unisoncapital/,,,,,,unisoncapital,
broker_i_uk,290,Центр Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/centre-am/,,,,,,centre-am,
broker_i_uk,291,Финкапитал,https://www.banki.ru/investment/responses/company/trust_company/fincapitalam/,,,,,,fincapitalam,
broker_i_uk,292,ЭМРИС,https://www.banki.ru/investment/responses/company/trust_company/uk-emrys/,,,,,,uk-emrys,
broker_i_uk,293,Финансовая основа,https://www.banki.ru/investment/responses/company/trust_company/fin-osnova/,,,,,,fin-osnova,
broker_i_uk,294,Реальные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/mcri/,,,,,,mcri,
broker_i_uk,295,Интеро Инвест,https://www.banki.ru/investment/responses/company/trust_company/intero-invest/,,,,,,intero-invest,
broker_i_uk,296,Финанс Трейд Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/fitam/,,,,,,fitam,
microfin,1,Быстроденьги,/microloans/responses/companies/bistrodengi/,https://www.sravni.ru/zaimy/mfo/bystrodengi/otzyvy/,https://irecommend.ru/content/esli-znaesh-chto-tochno-zaplatish,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_bistrodengi_russia/,bistrodengi,https://vk.com/bistrodengi?ysclid=lak4f9igpz217250464,bistrodengi,10471.0
microfin,2,Займер,/microloans/responses/companies/zaymer/,https://www.sravni.ru/zaimy/mfo/zajmer/otzyvy/,https://irecommend.ru/content/ooo-mfk-zaimer,https://otzovik.com/reviews/kreditnaya_organizaciya_zaymer_russia_perm/,robot_zaymer,https://vk.com/robot_zaymer?ysclid=lak4fguany233528172,zaymer,10724.0
microfin,3,Деньги Сразу,/microloans/responses/companies/dengi_srazu/,https://www.sravni.ru/zaimy/mfo/dengi-srazu/otzyvy/,https://irecommend.ru/content/finansovaya-kompaniya-dengi-srazu,https://otzovik.com/reviews/mikrozaymi_dengi_srazu/,gkdengisrazy,https://vk.com/gkdengisrazy?ysclid=lak4fp2fj7713645705,dengi_srazu,11016.0
microfin,4,Надо денег,/microloans/responses/companies/kvatro/,https://www.sravni.ru/zaimy/mfo/nado-deneg/otzyvy/,,https://otzovik.com/reviews/mfo_nado_deneg_russia_nizhniy_novgorod/,,,kvatro,11294.0
microfin,5,Credit7,/microloans/responses/companies/creditstar/,https://www.sravni.ru/zaimy/mfo/credit7/otzyvy/?tag=microcredits,,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_credit7/,credit7_official,https://vk.com/credit7_official?ysclid=lak4g6hoyb679450635,creditstar,11343.0
microfin,6,Мокка,/microloans/responses/companies/revotekhnologii/,,,https://otzovik.com/reviews/kreditnaya_organizaciya_mokka_russia_moscow/,mokka_ru,https://vk.com/mokka_ru?ysclid=lak4gfvbid790798930,revotekhnologii,
microfin,7,Webbankir,/microloans/responses/companies/webbankir/,https://www.sravni.ru/zaimy/mfo/webbankir/otzyvy/,https://irecommend.ru/content/webbankir-6,https://otzovik.com/reviews/mikrozaym_v_webbankir/,webbankir,https://vk.com/webbankir?ysclid=lak4gpxvus223847637,webbankir,10649.0
microfin,8,До Зарплаты,/microloans/responses/companies/do_zarplati/,https://www.sravni.ru/zaimy/mfo/do-zarplaty/otzyvy/,https://irecommend.ru/content/sait-mikrofinansovaya-organizatsiya-do-zarplaty,https://otzovik.com/reviews/do_zarplati_mfo_moscow-sankt-peterburg/,dozarplaticom,https://vk.com/dozarplaticom?ysclid=lak4gwx554714365429,do_zarplati,10908.0
microfin,9,еКапуста,/microloans/responses/companies/ekapusta/,https://www.sravni.ru/zaimy/mfo/ekapusta/otzyvy/,https://irecommend.ru/content/ekapusta,https://otzovik.com/reviews/ekapusta_ru-zaymi_onlayn/,ekapustaru,https://vk.com/ekapustaru?ysclid=lak4h52lfd984235911,ekapusta,10597.0
microfin,10,CreditPlus,/microloans/responses/companies/creditplus/,https://www.sravni.ru/zaimy/mfo/kreditpljus/otzyvy/?tag=microcredits,https://irecommend.ru/content/sait-creditplusru,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_kredit_plyus_russia_moscow/,creditplusru,https://vk.com/creditplusru?ysclid=lak4heqf6a216038542,creditplus,10868.0
microfin,11,MoneyMan,/microloans/responses/companies/moneyman/,https://www.sravni.ru/zaimy/mfo/moneyman/otzyvy/,https://irecommend.ru/content/mfo-moneyman,https://otzovik.com/reviews/zaym_onlayn_moneyman/,moneymanru,https://vk.com/moneymanru?ysclid=lak4hll1h1276414935,moneyman,10534.0
microfin,12,Умные Наличные,/microloans/responses/companies/umnye_nalichnye/,https://www.sravni.ru/zaimy/mfo/un-finans/otzyvy/,,,smartcashonline,https://vk.com/smartcashonline?ysclid=lak4hrioyq133851558,umnye_nalichnye,11038.0
microfin,13,Max.Credit,/microloans/responses/companies/maxcredit/,,,,max_credit,https://vk.com/max_credit?ysclid=lak4hyzh3542344076,maxcredit,10898.0
microfin,14,JoyMoney,/microloans/responses/companies/joymoney/,https://www.sravni.ru/zaimy/mfo/joymoney/otzyvy/,,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_joymoney_russia_moscow/,joymoneyofficial,https://vk.com/joymoneyofficial?ysclid=lak4i5nndq768037651,joymoney,10802.0
microfin,15,Pliskov,/microloans/responses/companies/pliskov/,https://www.sravni.ru/zaimy/mfo/pliskov/otzyvy/?tag=microcredits,,https://otzovik.com/reviews/pliskov_ru-onlayn-zaymi/,pliskovru,https://vk.com/pliskovru?ysclid=lak4id2o72819334483,pliskov,11192.0
microfin,16,Веб-займ,/microloans/responses/companies/webzaim/,https://www.sravni.ru/zaimy/mfo/veb-zajm/otzyvy/,,https://otzovik.com/reviews/mikrokreditnaya_kompaniya_veb-zaym_russia_novosibirsk/,webzaimru,https://vk.com/webzaimru?ysclid=lak4in667l789862977,webzaim,11279.0
microfin,17,Срочноденьги,/microloans/responses/companies/srochno_dengi/,https://www.sravni.ru/zaimy/mfo/srochnodengi/otzyvy/?tag=microcredits,,https://otzovik.com/reviews/mikrozaym_srochnodengi/,srochnodengi,https://vk.com/srochnodengi?ysclid=lak4iw44d8153748358,srochno_dengi,10517.0
microfin,18,Лайм–Займ,/microloans/responses/companies/lime_zaim/,https://www.sravni.ru/zaimy/mfo/lajm-zajm/otzyvy/?tag=microcredits,https://irecommend.ru/content/laim-zaim-16,https://otzovik.com/reviews/mfo_laymzaym_russia_moscow/,limezaim,https://vk.com/limezaim?ysclid=lak4j62c8n937747787,lime_zaim,10725.0
microfin,19,Kviku,/microloans/responses/companies/air_loanse/,https://www.sravni.ru/zaimy/mfo/kviku/otzyvy/,https://irecommend.ru/content/kviku-virtualnaya-kreditnaya-karta,https://otzovik.com/reviews/kviku_com_kz-onlayn-zaymi/,kviku_online,https://vk.com/kviku_online?ysclid=lak4jdxnke802176772,air_loanse,10711.0
microfin,20,Кнопка Деньги,/microloans/responses/companies/knopkadengi/,https://www.sravni.ru/zaimy/mfo/knopka-dengi/otzyvy/?tag=microcredits,,,,,knopkadengi,11384.0
microfin,21,VIVA Деньги,/microloans/responses/companies/vivadengi/,https://www.sravni.ru/zaimy/mfo/viva-dengi/otzyvy/,https://irecommend.ru/content/viva-dengi,https://otzovik.com/reviews/mikrozaymi_viva_dengi/,viva_money,https://vk.com/viva_money?ysclid=lak4jvecty503155316,vivadengi,
microfin,22,Cash-U Finance,/microloans/responses/companies/cash_u/,https://www.sravni.ru/zaimy/mfo/cash-u-finance/otzyvy/,,,cash_u,https://vk.com/cash_u?ysclid=lak4k78eog157365708,cash_u,11132.0
microfin,23,BelkaCredit,/microloans/responses/companies/belkacredit/,https://www.sravni.ru/zaimy/mfo/belkacredit/otzyvy/?tag=microcredits,,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_belka_credit_russia_samara/,belka_credit,https://vk.com/belka_credit?ysclid=lak4kgh2mu308069606,belkacredit,10977.0
microfin,24,Купи не копи,/microloans/responses/companies/kupi_ne_kopi/,https://www.sravni.ru/zaimy/mfo/kupi-ne-kopi/otzyvy/,,,,,kupi_ne_kopi,10753.0
microfin,25,CarMoney,/microloans/responses/companies/carmoney/,https://www.sravni.ru/zaimy/mfo/carmoney/otzyvy/,https://irecommend.ru/content/sait-carmoney-zaimy-pod-pts-1,https://otzovik.com/reviews/avtolombard_carmoney_russia_moscow/,carmoneyru,https://vk.com/carmoneyru?ysclid=lak4ks6tlf323622370,carmoney,10533.0
microfin,26,МигКредит,/microloans/responses/companies/migkredit/,https://www.sravni.ru/zaimy/mfo/migkredit/otzyvy/,https://irecommend.ru/content/mig-kredit,https://otzovik.com/reviews/kreditnaya_organizaciya_migkredit_russia/,migcredit,https://vk.com/migcredit?ysclid=lak4l3ts87669566798,migkredit,10477.0
microfin,27,Vivus,/microloans/responses/companies/vivus/,https://www.sravni.ru/zaimy/mfo/vivus/otzyvy/,https://irecommend.ru/content/vivus,https://otzovik.com/reviews/mikrozaym_vivus/,zaimy_online_vivus,https://vk.com/zaimy_online_vivus?ysclid=lak4lbkajn106347667,vivus,10516.0
microfin,28,Ezaem,/microloans/responses/companies/ezaem/,https://www.sravni.ru/zaimy/mfo/e-zaem/otzyvy/,https://irecommend.ru/content/sait-ezaemru,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_ezaem/,ezaemru,https://vk.com/ezaemru?ysclid=lak4lixoft602801226,ezaem,10692.0
microfin,29,Займ-Экспресс,/microloans/responses/companies/zaim_express/,https://www.sravni.ru/zaimy/mfo/zajm-ehkspress/otzyvy/,,https://otzovik.com/reviews/kompaniya_zaym_ekspress_russia/,z_express,https://vk.com/z_express?ysclid=lak4lqgofn911505719,zaim_express,10531.0
microfin,30,Турбозайм,/microloans/responses/companies/turbozajm/,https://www.sravni.ru/zaimy/mfo/turbozajm/otzyvy/,,https://otzovik.com/reviews/mfo_turbozaym_russia/,turbozaimru,https://vk.com/turbozaimru?ysclid=lak4lxdzwp446606983,turbozajm,10718.0
microfin,31,Отличные наличные,/microloans/responses/companies/otlichnye_nalichnye/,https://www.sravni.ru/zaimy/mfo/otlichnye-nalichnye/otzyvy/,https://irecommend.ru/content/otlichnye-nalichnye,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_otlichnie_nalichnie/,otlnal_ru,https://vk.com/otlnal_ru?ysclid=lak4m54svj495563253,otlichnye_nalichnye,10938.0
microfin,32,boostra,/microloans/responses/companies/boostra/,https://www.sravni.ru/zaimy/mfo/boostra/otzyvy/,,,boostra_zaim,https://vk.com/boostra_zaim?ysclid=lak4mc6b3n642857051,boostra,11056.0
microfin,33,ДоброЗайм,/microloans/responses/companies/sammit/,https://www.sravni.ru/zaimy/mfo/dobrozajm/otzyvy/,https://irecommend.ru/content/tsentr-zaimov-mfk-sammit,https://otzovik.com/reviews/mikrofinansovaya_kompaniya_centr_zaymov_russia_moscow/,dobrozaim,https://vk.com/dobrozaim?ysclid=lak4mkwbog681546510,sammit,10497.0
microfin,34,Krediska,/microloans/responses/companies/krediska/,https://www.sravni.ru/zaimy/mfo/krediska/otzyvy/,,,,,krediska,11476.0
microfin,35,Контакт кредит,/microloans/responses/companies/contact_credit/,,,,,,contact_credit,10516.0
microfin,36,Смсфинанс,/microloans/responses/companies/smsfinance/,https://www.sravni.ru/zaimy/mfo/smsfinans/otzyvy/,https://irecommend.ru/content/httpswwwsmsfinanceru,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_smsfinans/,,,smsfinance,10516.0
microfin,37,CashToYou,/microloans/responses/companies/kangaria/,https://www.sravni.ru/zaimy/mfo/cash-to-you/otzyvy/,https://irecommend.ru/content/mfo-cash-you,https://otzovik.com/reviews/cashtoyou_kredit_bez_problem/,,,kangaria,11267.0
microfin,38,495credit,/microloans/responses/companies/495credit/,https://www.sravni.ru/zaimy/mfo/495-kredit/otzyvy/,,,mmkcredit,https://vk.com/mmkcredit?ysclid=lak4ndh9r1685629864,495credit,11457.0
microfin,39,Kredito24,/microloans/responses/companies/kredito24/,https://www.sravni.ru/zaimy/mfo/kredito24/otzyvy/,,https://otzovik.com/reviews/mikrozaymi_kredito24/,zaymvkredito24,https://vk.com/zaymvkredito24?ysclid=lak4nj6swy443576674,kredito24,10686.0
microfin,40,Moneza,/microloans/responses/companies/moneza/,https://www.sravni.ru/zaimy/mfo/moneza/otzyvy/,https://irecommend.ru/content/sait-monezaru-0,https://otzovik.com/reviews/mfo_moneza_russia_moscow/,monezaru,https://vk.com/monezaru?ysclid=lak4nr4fsy407094616,moneza,10969.0
microfin,41,КЭШДРАЙВ,/microloans/responses/companies/cashdrive/,https://www.sravni.ru/zaimy/mfo/kehshdrajv/otzyvy/?tag=microcredits,,,,,cashdrive,11186.0
microfin,42,Центрофинанс,/microloans/responses/companies/centrofinans/,https://www.sravni.ru/zaimy/mfo/centrofinans/otzyvy/,https://irecommend.ru/content/mikrokreditnaya-kompaniya-tsentrofinans-grupp,https://otzovik.com/reviews/set_vidachi_mikrozaymov_centrofinans_russia_berezniki/,centrofinans,https://vk.com/centrofinans?ysclid=lak4o4fzkx30858675,centrofinans,
microfin,43,Кредиттер,/microloans/responses/companies/creditter/,https://www.sravni.ru/zaimy/mfo/creditter/otzyvy/,,https://otzovik.com/reviews/mikrozaym_creditter_ru_russia_moscow/,creditter,https://vk.com/creditter?ysclid=lak4oaugqj472248604,creditter,11298.0
microfin,44,One click money,/microloans/responses/companies/oneclickmoney/,https://www.sravni.ru/zaimy/mfo/vanklikmoney/otzyvy/,,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_one_click_money/,oneclickmoney,https://vk.com/oneclickmoney?ysclid=lak4oi591o491485942,oneclickmoney,10925.0
microfin,45,ФИНТЕРРА,/microloans/responses/companies/finterra/,https://www.sravni.ru/zaimy/mfo/finterra/otzyvy/,,https://otzovik.com/reviews/finterra_rf-mikrokreditnaya_kompaniya_finterra/,fterra,https://vk.com/fterra?ysclid=lak4op6iqt636998192,finterra,10666.0
microfin,46,Pay P.S.,/microloans/responses/companies/payps/,https://www.sravni.ru/zaimy/mfo/pay-ps/otzyvy/,https://irecommend.ru/content/pay-ps,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_pay_p_s_russia_moscow/,public172341762,https://vk.com/public172341762?ysclid=lak4owwk3k890690755,payps,10626.0
microfin,47,ZAYMIGO,/microloans/responses/companies/zaymigo/,https://www.sravni.ru/zaimy/mfo/zajmigo-mfk/otzyvy/,,https://otzovik.com/reviews/mikrozaym_zaymigo/,zaymigo,https://vk.com/zaymigo?ysclid=lak4p7a24z928959018,zaymigo,10727.0
microfin,48,mobicredit,/microloans/responses/companies/mobicredit/,https://www.sravni.ru/zaimy/mfo/mobikredit/otzyvy/,,,mobicredit,https://vk.com/mobicredit?ysclid=lak4pgmzob124520967,mobicredit,10824.0
microfin,49,БЫСТРОЗАЙМ,/microloans/responses/companies/bystrozaym/,https://www.sravni.ru/zaimy/mfo/bystro-zaym/otzyvy/,,https://otzovik.com/reviews/kompaniya_bistrozaym/,bzaimer,https://vk.com/bzaimer?ysclid=lak4pnxa95999627571,bystrozaym,
microfin,50,Выручай-Деньги,/microloans/responses/companies/vdplatinum/,https://www.sravni.ru/zaimy/mfo/vyruchaj-dengi/otzyvy/,,,vyruchaidengi,https://vk.com/vyruchaidengi?ysclid=lak4pvw5xo684863460,vdplatinum,
microfin,51,Платиза,/microloans/responses/companies/platiza/,https://www.sravni.ru/zaimy/mfo/platiza/otzyvy/,,https://otzovik.com/reviews/platiza_ru-zaymi_v_internete/,platiza,https://vk.com/platiza?ysclid=lak4q2ysz8774775166,platiza,10596.0
microfin,52,CreditSmile,/microloans/responses/companies/credit_smile/,,,https://otzovik.com/reviews/mkk_credismile_russia_rostov-na-donu/,,,credit_smile,
microfin,53,МикроКлад,/microloans/responses/companies/micro_klad/,https://www.sravni.ru/zaimy/mfo/mikroklad/otzyvy/,,https://otzovik.com/reviews/zaymi_onlayn_mikroklad/,mikroklad,https://vk.com/mikroklad?ysclid=lak4qkfat5348758321,micro_klad,10826.0
microfin,54,Moneyfaktura,/microloans/responses/companies/moneyfaktura/,https://www.sravni.ru/zaimy/mfo/moneyfaktura/otzyvy/,,https://otzovik.com/reviews/moneyfaktura_ru-onlayn_zaymi/,moneyfaktura,https://vk.com/moneyfaktura?ysclid=lak4qq74rg598678620,moneyfaktura,10649.0
microfin,55,Деньги в долг,/microloans/responses/companies/dengivdolg/,https://www.sravni.ru/zaimy/mfo/dengi-v-dolg/otzyvy/,,,,,dengivdolg,
microfin,56,Финансовая уверенность,/microloans/responses/companies/daem_zaem/,https://www.sravni.ru/zaimy/mfo/daem-zaem/otzyvy/,,,,,daem_zaem,
microfin,57,Fin5,/microloans/responses/companies/fin5/,,,,,,fin5,11361.0
microfin,58,Paylate,/microloans/responses/companies/paylate/,,https://irecommend.ru/content/paylate,,pl_paylate,https://vk.com/pl_paylate?ysclid=lak4riwa1u801804442,paylate,10638.0
microfin,59,Микроденьги,/microloans/responses/companies/microdengi/,https://www.sravni.ru/zaimy/mfo/mikrodengi/otzyvy/,,https://otzovik.com/reviews/mikrozaym_mikrodengi_russia_orel/,microdengu,https://vk.com/microdengu?ysclid=lak4rpvv8e698802481,microdengi,
